Universidad;Título;Tipo de universidad;Nota de corte 2019/2020;Nota media de admisión 2019/2020;Ofertas de plazas curso 2019/2020;Créditos necesarios;Precio del crédito 2019/2020
Universidad Pontificia de Salamanca;Grado en Marketing y Comunicación;Privada / Propio;-;-;-;240;
Universidad Pontificia de Salamanca;Grado en Publicidad y Relaciones Públicas;Privada / Propio;-;-;-;240;
Universidad Pontificia de Salamanca;Grado en Seguros y Finanzas;Privada / Propio;-;-;-;240;
Universidad Ramón Llull;Grado en Marketing;Privada / Propio;-;-;45;240;
Universidad Ramón Llull;Grado en Publicidad, Relaciones Públicas y Marketing;Privada / Propio;-;-;-;240;
Universidad San Jorge;Grado en Marketing;Privada / Adscrito;-;-;-;240;
Universidad San Jorge;Grado en Publicidad y Relaciones Públicas;Privada / Propio;-;-;-;240;
Universidad San Jorge;Grado en Publicidad y Relaciones Públicas;Privada / Adscrito;-;-;-;240;
Universidad San Pablo- CEU;Grado en Publicidad y Relaciones Públicas;Privada / Propio;-;-;-;240;
Universitat Abat Oliba CEU;Grado en Marketing y Dirección Comercial;Privada / Propio;-;-;-;240;
Universitat Abat Oliba CEU;Grado en Publicidad y Relaciones Públicas;Privada / Propio;-;-;-;240;
Universitat de les Illes Balears;Grado en Publicidad y Relaciones Públicas;Pública / Adscrito;-;-;-;240;
Universitat Internacional de Catalunya;Grado en Publicidad y Relaciones Públicas;Privada / Propio;-;-;-;240;
Universitat Internacional Valenciana;Grado en Marketing;Privada / Propio;-;-;-;240;
Universitat Oberta de Catalunya;Grado en Marketing e Investigación de Mercados;Privada / Propio;-;-;800;240;
IE Universidad;Grado en Derecho / Bachelor of Laws;Privada / Adscrito;-;-;-;240;
IE Universidad;Grado en Derecho / Bachelor of Laws;Privada / Propio;-;-;-;240;
Universidad a Distancia de Madrid;Grado en Derecho;Privada / Propio;-;-;-;240;
Universidad Alfonso X El Sabio;Grado en Derecho;Privada / Propio;-;-;-;240;
Universidad Antonio de Nebrija;Grado en Derecho;Privada / Propio;-;-;-;240;
Universidad Camilo José Cela;Grado en Derecho;Privada / Propio;-;-;-;240;
Universidad Camilo José Cela;Grado en Derecho;Privada / Adscrito;-;-;-;240;
Universidad Cardenal Herrera-CEU;Grado en Derecho;Privada / Propio;-;-;-;240;
Universidad Cardenal Herrera-CEU;Grado en Derecho;Privada / Propio;-;-;-;240;
Universidad Católica de Valencia San Vicente Mártir;Grado en Derecho;Privada / Propio;-;-;-;240;
Universidad Católica San Antonio;Grado en Derecho;Privada / Propio;-;-;-;240;
Universidad Católica San Antonio;Grado en Derecho;Privada / Propio;-;-;-;240;
Universidad Católica Santa Teresa de Jesús de Ávila;Grado en Derecho;Privada / Propio;-;-;-;240;
Universidad de Barcelona;Grado en Gestión y Administración Pública;Pública / Propio;-;-;-;240;
Universidad de Deusto;Grado en Derecho;Privada / Propio;-;-;-;240;
Universidad de Granada;Grado en Derecho;Pública / Propio;-;-;-;240;12,62 €
Universidad de Navarra;Grado en Derecho;Privada / Propio;-;-;-;240;
Universidad del Atlántico Medio;Grado en Derecho;Privada / Propio;-;-;-;240;
Universidad Europea de Madrid;Grado en Derecho;Privada / Propio;-;-;-;240;
Universidad Europea de Valencia;Grado en Derecho;Privada / Propio;-;-;-;240;
Universidad Francisco de Vitoria;Grado en Derecho;Privada / Propio;-;-;-;240;
Universidad Internacional de La Rioja;Grado en Derecho;Privada / Propio;-;-;-;240;
Universidad Internacional Isabel I de Castilla;Grado en Derecho;Privada / Propio;-;-;-;240;
Universidad Internacional Villanueva;Grado en Derecho;Privada / Propio;-;-;-;240;
Universidad Loyola Andalucía;Grado en Derecho;Privada / Propio;-;-;-;240;
Universidad Loyola Andalucía;Grado en Derecho;Privada / Propio;-;-;-;240;
Universidad Loyola Andalucía;Grado en Gestión y Administración Pública;Privada / Propio;-;-;-;240;
Universidad Loyola Andalucía;Grado en Gestión y Administración Pública;Privada / Propio;-;-;-;240;
Universidad Nacional de Educación a Distancia;Grado en Derecho;Pública / Propio;-;6.21;-;240;13,00 €
Universidad Pontificia Comillas;Grado en Derecho;Privada / Propio;-;-;-;240;
Universidad Ramón Llull;Grado en Derecho;Privada / Propio;-;-;130;240;
Universidad Ramón Llull;Grado en Derecho / Bachelor in Law;Privada / Propio;-;-;-;240;
Universidad San Jorge;Grado en Derecho;Privada / Propio;-;-;-;240;
Universidad San Pablo- CEU;Grado en Derecho;Privada / Propio;-;-;-;240;
Universitat Abat Oliba CEU;Grado en Derecho;Privada / Propio;-;-;-;240;
Universitat de les Illes Balears;Grado en Derecho;Pública / Propio;-;-;-;240;11,59 €
Universitat de les Illes Balears;Grado en Derecho;Pública / Propio;-;-;-;240;11,59 €
Universitat Internacional de Catalunya;Grado en Derecho;Privada / Propio;-;-;90;240;
Universitat Internacional Valenciana;Grado en Derecho;Privada / Propio;-;-;-;240;
Universitat Oberta de Catalunya;Grado en Derecho;Privada / Propio;-;-;1500;240;
Universidad Autónoma de Barcelona;Grado en Bioinformática;Pública / Propio;-;-;-;180;
Universidad Católica de Valencia San Vicente Mártir;Grado en Biotecnología;Privada / Propio;-;-;-;240;
Universidad Católica Santa Teresa de Jesús de Ávila;Grado en Ciencias Ambientales;Privada / Propio;-;-;-;240;
Universidad de Almería;Grado en Ciencias Ambientales;Pública / Propio;-;-;-;240;12,62 €
Universidad de Barcelona;Grado en Bioinformática;Pública / Propio;-;-;-;180;
Universidad de Barcelona;Grado en Bioinformática;Pública / Propio;-;-;-;180;
Universidad de Barcelona;Grado en Ciencias Biomédicas;Pública / Propio;-;-;-;240;39,53 €
Universidad de Navarra;Grado en Biología;Privada / Propio;-;-;-;240;
Universidad de Navarra;Grado en Bioquímica;Privada / Propio;-;-;-;240;
Universidad de Navarra;Grado en Ciencias Ambientales;Privada / Propio;-;-;-;240;
Universidad Europea de Madrid;Grado en Biotecnología;Privada / Propio;-;-;80;240;
Universidad Europea Miguel de Cervantes;Grado en Ciencias Ambientales;Privada / Propio;-;-;-;240;
Universidad Francisco de Vitoria;Grado en Biomedicina;Privada / Propio;-;-;-;240;
Universidad Francisco de Vitoria;Grado en Biotecnología;Privada / Propio;-;-;80;240;
Universidad Nacional de Educación a Distancia;Grado en Ciencias Ambientales;Pública / Propio;-;n/d;-;240;20,48 €
Universidad Politécnica de Catalunya;Grado en Bioinformática;Pública / Propio;-;-;-;180;
Universidad Politécnica de Catalunya;Grado en Bioinformática;Pública / Propio;-;-;-;180;
Universidad Pompeu Fabra;Grado en Bioinformática;Pública / Propio;-;-;-;180;
Universidad Pompeu Fabra;Grado en Bioinformática;Pública / Adscrito;-;-;-;180;
Universidad Ramón Llull;Grado en Biotecnología;Privada / Propio;-;-;65;240;
Universidad Rovira i Virgili;Grado en Ciencias Ambientales;Pública / Propio;-;-;-;240;
Universidad San Jorge;Grado en Bioinformática;Privada / Propio;-;-;-;180;
Universidad San Pablo- CEU;Grado en Biotecnología;Privada / Propio;-;-;79;240;
Universidad San Pablo- CEU;Grado en Genética;Privada / Propio;-;-;-;240;
Universitat Internacional de Catalunya;Grado en Bioingeniería;Privada / Propio;-;-;-;240;
Universitat Internacional de Catalunya;Grado en Ciencias Biomédicas;Privada / Propio;-;-;80;240;
Universidad Católica de Valencia San Vicente Mártir;Grado en Ciencias del Mar;Privada / Propio;-;-;-;240;
Universidad de Almería;Grado en Química;Pública / Propio;-;-;-;240;12,62 €
Universidad de Castilla- La Mancha;Grado en Geografía y Ordenación del Territorio;Pública / Propio;-;-;-;240;12,13 €
Universidad de Navarra;Grado en Química;Privada / Propio;-;-;-;240;
Universidad de Salamanca;Grado en Geología;Pública / Propio;-;-;-;240;18,32 €
Universidad de Salamanca;Grado en Ingeniería Geológica;Pública / Propio;-;-;-;240;19,37 €
Universidad de Santiago de Compostela;Grado en Geografía y Ordenación del Territorio;Pública / Propio;-;-;50;240;9,85 €
Universidad Europea de Madrid;Grado en Física;Privada / Propio;-;-;-;240;
Universidad Nacional de Educación a Distancia;Grado en Física;Pública / Propio;-;6.63;-;240;20,48 €
Universidad Nacional de Educación a Distancia;Grado en Química;Pública / Propio;-;n/d;-;240;20,48 €
Universidad Politécnica de Madrid;Grado en Ingeniería Geológica;Pública / Propio;-;-;50;240;24,55 €
Universidad Ramón Llull;Grado en Química;Privada / Propio;-;-;-;240;
CUNEF Universidad;Grado en Ingeniería Matemática;Privada / Propio;-;-;-;240;
IE Universidad;Grado en Datos y Analítica de Negocio / Bachelor in Data and Business Analytics;Privada / Propio;-;-;-;240;
IE Universidad;Grado en Datos y Analítica de Negocio / Bachelor in Data and Business Analytics;Privada / Adscrito;-;-;-;240;
Universidad Camilo José Cela;Grado en Matemática Computacional;Privada / Adscrito;-;-;-;240;
Universidad de Salamanca;Grado en Estadística;Pública / Propio;-;-;-;240;14,05 €
Universidad Europea de Madrid;Grado en Ingeniería en Matemática Aplicada al Análisis de Datos;Privada / Propio;-;-;-;240;
Universidad Europea de Valencia;Grado en Ciencia de Datos;Privada / Propio;-;-;-;240;
Universidad Francisco de Vitoria;Grado en Ingeniería Matemática;Privada / Propio;-;-;-;240;
Universidad Internacional de La Rioja;Grado en Matemática Computacional;Privada / Propio;-;-;-;240;
Universidad Nacional de Educación a Distancia;Grado en Matemáticas;Pública / Propio;-;7.04;-;240;13,39 €
Universidad Politécnica de Catalunya;Grado en Estadística;Pública / Propio;-;-;-;240;
Universitat Oberta de Catalunya;Grado en Ciencia de Datos Aplicada / Applied Data Science;Privada / Propio;-;-;600;240;
IE Universidad;Grado en Computación e Inteligencia Artificial / Bachelor in Computer Science and Artificial Intelligence;Privada / Propio;-;-;-;240;
IE Universidad;Grado en Computación e Inteligencia Artificial / Bachelor in Computer Science and Artificial Intelligence;Privada / Adscrito;-;-;-;240;
IE Universidad;Grado en Gestión de Sistemas de Información / Bachelor in Management Information Systems;Privada / Propio;-;-;-;240;
IE Universidad;Grado en Gestión de Sistemas de Información / Bachelor in Management Information Systems;Privada / Adscrito;-;-;-;240;
Mondragón Unibertsitatea;Grado en Ingeniería en Informática;Privada / Propio;-;-;-;240;
Universidad a Distancia de Madrid;Grado en Ingeniería Informática;Privada / Propio;-;-;-;240;
Universidad Alfonso X El Sabio;Grado en Ingeniería Informática;Privada / Propio;-;-;-;240;
Universidad Alfonso X El Sabio;Grado en Producción y Gestión de Contenidos Digitales;Privada / Propio;-;-;-;240;
Universidad Antonio de Nebrija;Grado en Ingeniería Informática;Privada / Propio;-;-;-;240;
Universidad Camilo José Cela;Grado en Ingeniería del Software;Privada / Adscrito;-;-;-;237;
Universidad Católica San Antonio;Grado en Ingeniería Informática;Privada / Propio;-;-;-;240;
Universidad Católica Santa Teresa de Jesús de Ávila;Grado en Ingeniería de Sistemas de Información;Privada / Propio;-;-;-;240;
Universidad de Deusto;Grado en Ciencia de Datos e Inteligencia Artificial;Privada / Propio;-;-;-;240;
Universidad de Deusto;Grado en Ingeniería Informática;Privada / Propio;-;-;-;240;
Universidad del País Vasco/Euskal Herriko Unibertsitatea;Grado en Inteligencia Artificial;Pública / Propio;-;-;-;240;
Universidad Europea de Madrid;Grado en Diseño de Videojuegos;Privada / Propio;-;-;-;240;
Universidad Europea de Madrid;Grado en Ingeniería Informática;Privada / Propio;-;-;-;240;
Universidad Europea del Atlántico;Grado en Ingeniería Informática;Privada / Propio;-;-;-;240;
Universidad Europea Miguel de Cervantes;Grado en Ingeniería Informática;Privada / Propio;-;-;-;240;
Universidad Francisco de Vitoria;Grado en Gestión de la Ciberseguridad;Privada / Propio;-;-;-;240;
Universidad Francisco de Vitoria;Grado en Ingeniería Informática;Privada / Propio;-;-;-;240;
Universidad Internacional de La Rioja;Grado en Ingeniería Informática;Privada / Propio;-;-;-;240;
Universidad Internacional Isabel I de Castilla;Grado en Ingeniería Informática;Privada / Propio;-;-;-;240;
Universidad Loyola Andalucía;Grado en Ingeniería Informática y Tecnologías Virtuales;Privada / Propio;-;-;-;240;
Universidad Nacional de Educación a Distancia;Grado en Ingeniería en Tecnologías de la Información;Pública / Propio;-;n/d;-;240;21,60 €
Universidad Nacional de Educación a Distancia;Grado en Ingeniería Informática;Pública / Propio;-;6.26;-;240;21,60 €
Universidad Politécnica de Catalunya;Grado en Ingeniería Informática;Pública / Adscrito;-;-;-;240;
Universidad Pontificia de Salamanca;Grado en Ingeniería Informática;Privada / Propio;-;-;-;240;
Universidad Pontificia de Salamanca;Grado en Ingeniería Informática;Privada / Propio;-;-;-;240;
Universidad Ramón Llull;Grado en Ingeniería en Organización de las Tecnologías de la Información y de la Comunicación;Privada / Propio;-;-;-;240;
Universidad Ramón Llull;Grado en Ingeniería Informática;Privada / Propio;-;-;-;240;
Universidad Ramón Llull;Grado en Ingeniería Multimedia;Privada / Propio;-;-;-;240;
Universidad Ramón Llull;Grado en Técnicas de Aplicaciones de Software;Privada / Propio;-;-;40;180;
Universidad Ramón Llull;Grado en Técnicas de Interacción Digital y de Computación;Privada / Propio;-;-;40;180;
Universidad San Jorge;Grado en Diseño y Desarrollo de Videojuegos;Privada / Propio;-;-;-;240;
Universidad San Jorge;Grado en Ingeniería Informática;Privada / Propio;-;-;-;240;
Universidad San Pablo- CEU;Grado en Ingeniería de Sistemas de Información;Privada / Propio;-;-;-;240;
Universitat Internacional Valenciana;Grado en Ingeniería Informática;Privada / Propio;-;-;-;240;
Universitat Oberta de Catalunya;Grado en Ingeniería Informática;Privada / Propio;-;-;1800;240;
CUNEF Universidad;Grado en Ingeniería Informática;Privada / Propio;-;-;-;240;
Mondragón Unibertsitatea;Grado en Ingeniería de la Energía;Privada / Propio;-;-;-;240;
Mondragón Unibertsitatea;Grado en Ingeniería en Diseño Industrial y Desarrollo de Producto;Privada / Propio;-;-;-;240;
Mondragón Unibertsitatea;Grado en Ingeniería en Ecotecnologías en Procesos Industriales;Privada / Propio;-;-;-;240;
Mondragón Unibertsitatea;Grado en Ingeniería en Electrónica Industrial;Privada / Propio;-;-;-;240;
Mondragón Unibertsitatea;Grado en Ingeniería en Organización Industrial;Privada / Propio;-;-;-;240;
Mondragón Unibertsitatea;Grado en Ingeniería Mecánica;Privada / Propio;-;-;-;240;
Mondragón Unibertsitatea;Grado en Ingeniería Mecatrónica;Privada / Propio;-;-;-;240;
Universidad a Distancia de Madrid;Grado en Ingeniería de Organización Industrial;Privada / Propio;-;-;-;240;
Universidad a Distancia de Madrid;Grado en Ingeniería de Tecnologías y Servicios de Telecomunicación;Privada / Propio;-;-;-;240;
Universidad Alfonso X El Sabio;Grado en Diseño Industrial y Desarrollo de Producto;Privada / Propio;-;-;-;240;
Universidad Alfonso X El Sabio;Grado en Ingeniería Aeroespacial;Privada / Propio;-;-;-;240;
Universidad Alfonso X El Sabio;Grado en Ingeniería Biomédica;Privada / Propio;-;-;-;240;
Universidad Alfonso X El Sabio;Grado en Ingeniería Eléctrica;Privada / Propio;-;-;-;240;
Universidad Alfonso X El Sabio;Grado en Ingeniería Electrónica Industrial y Automática;Privada / Propio;-;-;-;240;
Universidad Alfonso X El Sabio;Grado en Ingeniería en Sistemas de Telecomunicación;Privada / Propio;-;-;-;240;
Universidad Alfonso X El Sabio;Grado en Ingeniería en Sonido e Imagen;Privada / Propio;-;-;-;240;
Universidad Alfonso X El Sabio;Grado en Ingeniería Mecánica;Privada / Propio;-;-;-;240;
Universidad Alfonso X El Sabio;Grado en Ingeniería Telemática;Privada / Propio;-;-;-;240;
Universidad Antonio de Nebrija;Grado en Ingeniería del Automóvil;Privada / Propio;-;-;-;240;
Universidad Antonio de Nebrija;Grado en Ingeniería en Diseño Industrial y Desarrollo del Producto;Privada / Propio;-;-;-;240;
